iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
LBY,Africa,Libya,2022-03-05,497279.0,,,6288.0,0.0,6.714,71463.144,,,903.638,0.0,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
LIE,Europe,Liechtenstein,2022-03-01,12052.0,51.0,98.571,78.0,0.0,0.286,315052.021,1333.194,2576.761,2039.002,0.0,7.469,0.96,,,,,,,,,,,,,,,,,,70228.0,26707.0,26354.0,18166.0,0.0,0.0,183.58,69.81,68.89,47.49,0.0,0.0,0.0,25.93,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,2022-03-02,12161.0,109.0,99.143,78.0,0.0,0.286,317901.396,2849.375,2591.699,2039.002,0.0,7.469,0.96,,,,,,,,,,,,,,,,,,70228.0,26707.0,26354.0,18167.0,0.0,0.0,183.58,69.81,68.89,47.49,0.0,0.0,0.0,25.93,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,2022-03-03,12332.0,171.0,109.714,78.0,0.0,0.143,322371.517,4470.121,2868.047,2039.002,0.0,3.734,,,,,,,,,,,,,,,,,,,70228.0,26707.0,26354.0,18167.0,0.0,0.0,183.58,69.81,68.89,47.49,0.0,0.0,0.0,25.93,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,2022-03-04,12681.0,349.0,144.286,78.0,0.0,0.0,331494.746,9123.229,3771.781,2039.002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LIE,Europe,Liechtenstein,2022-03-05,12833.0,152.0,154.429,78.0,0.0,0.0,335468.186,3973.441,4036.926,2039.002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LTU,Europe,Lithuania,2022-03-01,907144.0,4590.0,5098.0,8397.0,,,337245.554,1706.407,1895.265,3121.721,,,0.79,,,,,,,,,,,,,,,,,,4451484.0,1946349.0,1870285.0,909727.0,615.0,676.0,165.49,72.36,69.53,33.82,251.0,79.0,0.003,,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
LTU,Europe,Lithuania,2022-03-02,913223.0,6079.0,4836.0,8418.0,21.0,,339505.521,2259.967,1797.862,3129.529,7.807,,0.79,,,,,,,,,,,,,,,,,,4452097.0,1946430.0,1870413.0,910131.0,613.0,628.0,165.51,72.36,69.54,33.84,233.0,76.0,0.003,,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
LTU,Europe,Lithuania,2022-03-03,918569.0,5346.0,4672.286,8484.0,66.0,,341492.984,1987.463,1736.998,3154.065,24.537,,,,,,,,,,,,,,,,,,,,4452773.0,1946521.0,1870541.0,910590.0,676.0,580.0,165.54,72.37,69.54,33.85,216.0,72.0,0.003,,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
LTU,Europe,Lithuania,2022-03-04,923810.0,5241.0,4610.286,8481.0,,,343441.411,1948.427,1713.949,3152.95,,,,,,,,,,,,,,,,,,,,,4453896.0,1946730.0,1870758.0,911288.0,1123.0,554.0,165.58,72.37,69.55,33.88,206.0,81.0,0.003,,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
LTU,Europe,Lithuania,2022-03-05,928612.0,4802.0,4528.857,8503.0,22.0,,345226.632,1785.222,1683.676,3161.129,8.179,,,,,,,,,,,,,,,,,,,,4453980.0,1946742.0,1870773.0,911345.0,84.0,553.0,165.58,72.37,69.55,33.88,206.0,81.0,0.003,,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
OWID_LIC,,Low income,2022-03-01,1804283.0,557.0,557.429,41744.0,17.0,20.571,2712.6,0.837,0.838,62.759,0.026,0.031,,,,,,,,,,,,,,,,,,,118364361.0,86596535.0,42096108.0,1483157.0,931964.0,938469.0,17.8,13.02,6.33,0.22,1411.0,656701.0,0.099,,665149040.0,,,,,,,,,,,,,,,,,,
OWID_LIC,,Low income,2022-03-02,1804676.0,393.0,522.714,41763.0,19.0,20.143,2713.19,0.591,0.786,62.787,0.029,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665149040.0,,,,,,,,,,,,,,,,,,
OWID_LIC,,Low income,2022-03-03,1805220.0,544.0,520.286,41779.0,16.0,19.571,2714.008,0.818,0.782,62.811,0.024,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665149040.0,,,,,,,,,,,,,,,,,,
OWID_LIC,,Low income,2022-03-04,1805535.0,315.0,505.857,41790.0,11.0,19.857,2714.482,0.474,0.761,62.828,0.017,0.03,,,,,,,,,,,,,,,,,,,118364361.0,86596535.0,42096108.0,1817786.0,931964.0,938469.0,17.8,13.02,6.33,0.27,1411.0,656701.0,0.099,,665149040.0,,,,,,,,,,,,,,,,,,
OWID_LIC,,Low income,2022-03-05,1805930.0,395.0,494.286,41805.0,15.0,17.429,2715.076,0.594,0.743,62.851,0.023,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665149040.0,,,,,,,,,,,,,,,,,,
OWID_LMC,,Lower middle income,2022-03-01,82370236.0,168663.0,185253.857,1277071.0,967.0,1223.571,24730.96,50.64,55.621,383.43,0.29,0.367,,,,,,,,,,,,,,,,,,,3523470779.0,1906021809.0,1553682842.0,130467393.0,10691498.0,11509700.0,105.79,57.23,46.65,3.92,3456.0,5022665.0,0.151,,3330652550.0,,,,,,,,,,,,,,,,,,
OWID_LMC,,Lower middle income,2022-03-02,82588333.0,218097.0,184383.286,1278122.0,1051.0,1144.143,24796.442,65.482,55.36,383.745,0.316,0.344,,,,,,,,,,,,,,,,,,,3526388631.0,1906602924.0,1555447712.0,131051449.0,10572913.0,11289595.0,105.88,57.24,46.7,3.93,3390.0,4910559.0,0.147,,3330652550.0,,,,,,,,,,,,,,,,,,
OWID_LMC,,Lower middle income,2022-03-03,82831855.0,243522.0,190485.857,1279010.0,888.0,1029.714,24869.557,73.115,57.192,384.012,0.267,0.309,,,,,,,,,,,,,,,,,,,3529887133.0,1907172739.0,1559895670.0,131313209.0,12239797.0,11223753.0,105.98,57.26,46.83,3.94,3370.0,4857872.0,0.146,,3330652550.0,,,,,,,,,,,,,,,,,,
OWID_LMC,,Lower middle income,2022-03-04,83051964.0,224094.0,198231.429,1280217.0,1207.0,1059.429,24935.643,67.282,59.517,384.374,0.362,0.318,,,,,,,,,,,,,,,,,,,3532740473.0,1908026931.0,1562590650.0,131960954.0,11688503.0,11046434.0,106.07,57.29,46.92,3.96,3317.0,4842620.0,0.145,,3330652550.0,,,,,,,,,,,,,,,,,,
OWID_LMC,,Lower middle income,2022-03-05,83276389.0,224425.0,205286.429,1281161.0,944.0,1035.857,25003.025,67.382,61.635,384.658,0.283,0.311,,,,,,,,,,,,,,,,,,,3615248304.0,1909112464.0,1566784472.0,145019639.0,12030514.0,10908897.0,108.54,57.32,47.04,4.35,3275.0,4803492.0,0.144,,3330652550.0,,,,,,,,,,,,,,,,,,
LUX,Europe,Luxembourg,2022-03-01,183802.0,625.0,642.429,992.0,1.0,0.857,289536.778,984.54,1011.995,1562.662,1.575,1.35,0.91,,,,,,,,,3781.0,4076011.0,6420.796,5.956,2444.0,3.85,0.262,3.8,tests performed,,,,,,,,,,,,,,,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
LUX,Europe,Luxembourg,2022-03-02,184862.0,1060.0,640.857,993.0,1.0,0.714,291206.558,1669.78,1009.52,1564.238,1.575,1.125,0.91,,,,,,,,,3164.0,4079175.0,6425.78,4.984,2428.0,3.825,0.265,3.8,tests performed,,,,,,,,,,,,,,,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
LUX,Europe,Luxembourg,2022-03-03,185707.0,845.0,644.571,995.0,2.0,1.0,292537.657,1331.099,1015.371,1567.388,3.151,1.575,,,,,,,,,,2535.0,4081710.0,6429.773,3.993,2397.0,3.776,0.266,3.8,tests performed,,,,,,,,,,,,,,,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
LUX,Europe,Luxembourg,2022-03-04,186360.0,653.0,636.714,996.0,1.0,1.143,293566.304,1028.648,1002.993,1568.964,1.575,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
LUX,Europe,Luxembourg,2022-03-05,186360.0,,,996.0,0.0,1.143,293566.304,,,1568.964,0.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
MAC,Asia,Macao,2022-03-01,81.0,0.0,0.143,,,,123.027,0.0,0.217,,,,,,,,,,,,,,,,,,,,,,1115323.0,529598.0,492281.0,115899.0,4597.0,4166.0,169.4,80.44,74.77,17.6,6328.0,1508.0,0.229,,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
MAC,Asia,Macao,2022-03-02,82.0,1.0,0.286,,,,124.546,1.519,0.434,,,,,,,,,,,,,,,,,,,,,,1118657.0,530695.0,492644.0,117924.0,3334.0,4237.0,169.91,80.6,74.83,17.91,6435.0,1551.0,0.236,,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
MAC,Asia,Macao,2022-03-03,82.0,0.0,0.286,,,,124.546,0.0,0.434,,,,,,,,,,,,,,,,,,,,,,1123724.0,532538.0,493132.0,120917.0,5067.0,4521.0,170.68,80.88,74.9,18.37,6867.0,1691.0,0.257,,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
MAC,Asia,Macao,2022-03-04,82.0,0.0,0.286,,,,124.546,0.0,0.434,,,,,,,,,,,,,,,,,,,,,,1129138.0,534758.0,493569.0,123876.0,5414.0,4726.0,171.5,81.22,74.97,18.81,7178.0,1837.0,0.279,,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
MAC,Asia,Macao,2022-03-05,82.0,0.0,0.286,,,,124.546,0.0,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
MDG,Africa,Madagascar,2022-03-01,63659.0,0.0,32.286,1366.0,0.0,2.286,2239.359,0.0,1.136,48.052,0.0,0.08,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
MDG,Africa,Madagascar,2022-03-02,63659.0,0.0,32.286,1366.0,0.0,2.286,2239.359,0.0,1.136,48.052,0.0,0.08,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
MDG,Africa,Madagascar,2022-03-03,63659.0,0.0,32.286,1366.0,0.0,2.286,2239.359,0.0,1.136,48.052,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
MDG,Africa,Madagascar,2022-03-04,63659.0,0.0,32.286,1366.0,0.0,2.286,2239.359,0.0,1.136,48.052,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
MDG,Africa,Madagascar,2022-03-05,63791.0,132.0,18.857,1373.0,7.0,1.0,2244.002,4.643,0.663,48.299,0.246,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
MWI,Africa,Malawi,2022-03-01,85347.0,8.0,15.571,2615.0,0.0,0.857,4343.871,0.407,0.793,133.095,0.0,0.044,0.6,,,,,,,,,,,,,543.0,0.028,0.0287,34.9,tests performed,1938721.0,1525864.0,813482.0,,1900.0,3175.0,9.87,7.77,4.14,,162.0,1423.0,0.007,,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,2022-03-02,85362.0,15.0,15.0,2617.0,2.0,1.0,4344.635,0.763,0.763,133.196,0.102,0.051,0.6,,,,,,,,,,547521.0,27.867,,566.0,0.029,0.0265,37.7,tests performed,,,,,,,,,,,,,,,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,2022-03-03,85383.0,21.0,15.286,2617.0,0.0,0.714,4345.704,1.069,0.778,133.196,0.0,0.036,,,,,,,,,,,,,,574.0,0.029,0.0266,37.6,tests performed,,,,,,,,,,,,,,,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,2022-03-04,85396.0,13.0,14.429,2617.0,0.0,0.714,4346.365,0.662,0.734,133.196,0.0,0.036,,,,,,,,,,,548601.0,27.922,,590.0,0.03,,,tests performed,,,,,,,,,,,,,,,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MWI,Africa,Malawi,2022-03-05,85411.0,15.0,13.857,2618.0,1.0,0.714,4347.129,0.763,0.705,133.247,0.051,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MYS,Asia,Malaysia,2022-03-01,3468590.0,25854.0,27804.571,32827.0,78.0,56.286,105826.5,788.804,848.316,1001.55,2.38,1.717,1.13,374.0,11.411,6274.0,191.419,,,11711.0,357.302,218433.0,51421477.0,1568.867,6.664,203985.0,6.224,0.1363,7.3,people tested,67325045.0,27033479.0,25752444.0,14746670.0,103122.0,123607.0,205.41,82.48,78.57,44.99,3771.0,43232.0,0.132,,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,2022-03-02,3496090.0,27500.0,27276.143,32942.0,115.0,64.857,106665.524,839.024,832.194,1005.059,3.509,1.979,1.13,360.0,10.984,6877.0,209.817,,,11729.0,357.851,,,,,,,,,,67424370.0,27060817.0,25753897.0,14817244.0,99325.0,116844.0,205.71,82.56,78.58,45.21,3565.0,40099.0,0.122,,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,2022-03-03,3528557.0,32467.0,27332.857,33028.0,86.0,70.571,107656.09,990.566,833.924,1007.683,2.624,2.153,,355.0,10.831,7044.0,214.912,,,12013.0,366.516,,,,,,,,,,67521930.0,27084833.0,25755401.0,14889301.0,97560.0,110809.0,206.01,82.64,78.58,45.43,3381.0,36597.0,0.112,,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,2022-03-04,3561766.0,33209.0,27699.286,33106.0,78.0,73.571,108669.295,1013.205,845.104,1010.062,2.38,2.245,,348.0,10.617,7129.0,217.505,,,12340.0,376.493,,,,,,,,,,67604268.0,27108199.0,25756941.0,14946777.0,82338.0,103323.0,206.26,82.71,78.58,45.6,3152.0,33442.0,0.102,,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
MYS,Asia,Malaysia,2022-03-05,3595172.0,33406.0,28571.714,33173.0,67.0,77.0,109688.51,1019.215,871.722,1012.106,2.044,2.349,,371.0,11.319,7391.0,225.499,,,12757.0,389.215,,,,,,,,,,67672349.0,27137958.0,25757844.0,14984241.0,68081.0,95893.0,206.47,82.8,78.59,45.72,2926.0,29809.0,0.091,,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
MDV,Asia,Maldives,2022-03-01,170655.0,463.0,590.0,297.0,0.0,0.714,313923.329,851.698,1085.317,546.338,0.0,1.314,0.65,,,,,,,,,2804.0,2187583.0,4024.103,5.158,3264.0,6.004,0.1808,5.5,samples tested,903380.0,398229.0,371132.0,134019.0,1352.0,1583.0,166.18,73.26,68.27,24.65,2912.0,16.0,0.003,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
MDV,Asia,Maldives,2022-03-02,171114.0,459.0,516.857,297.0,0.0,0.571,314767.669,844.34,950.769,546.338,0.0,1.051,0.65,,,,,,,,,2503.0,2190086.0,4028.708,4.604,3035.0,5.583,0.1703,5.9,samples tested,,,,,,,,,,,,,,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
MDV,Asia,Maldives,2022-03-03,171649.0,535.0,503.571,297.0,0.0,0.429,315751.812,984.143,926.33,546.338,0.0,0.788,,,,,,,,,,2231.0,2192317.0,4032.812,4.104,2872.0,5.283,0.1753,5.7,samples tested,,,,,,,,,,,,,,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
MDV,Asia,Maldives,2022-03-04,171947.0,298.0,473.714,297.0,0.0,0.429,316299.989,548.177,871.407,546.338,0.0,0.788,,,,,,,,,,2101.0,2194418.0,4036.676,3.865,2711.0,4.987,,,samples tested,,,,,,,,,,,,,,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
MDV,Asia,Maldives,2022-03-05,172270.0,323.0,446.0,297.0,0.0,0.143,316894.154,594.165,820.426,546.338,0.0,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
MLI,Africa,Mali,2022-03-01,30383.0,2.0,4.429,722.0,0.0,0.0,1456.818,0.096,0.212,34.619,0.0,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
MLI,Africa,Mali,2022-03-02,30391.0,8.0,5.143,722.0,0.0,0.0,1457.202,0.384,0.247,34.619,0.0,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
MLI,Africa,Mali,2022-03-03,30392.0,1.0,4.857,724.0,2.0,0.286,1457.25,0.048,0.233,34.715,0.096,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
MLI,Africa,Mali,2022-03-04,30396.0,4.0,4.429,724.0,0.0,0.286,1457.442,0.192,0.212,34.715,0.0,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
MLI,Africa,Mali,2022-03-05,30398.0,2.0,3.857,724.0,0.0,0.286,1457.538,0.096,0.185,34.715,0.0,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
MLT,Europe,Malta,2022-03-01,71361.0,86.0,76.0,605.0,0.0,0.857,138269.715,166.634,147.258,1172.253,0.0,1.661,0.83,,,,,,,,,1614.0,1741089.0,3373.55,3.127,1598.0,3.096,0.0476,21.0,tests performed,1243528.0,470769.0,463323.0,343449.0,640.0,657.0,240.95,91.22,89.77,66.55,1273.0,188.0,0.036,52.78,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MLT,Europe,Malta,2022-03-02,71455.0,94.0,78.143,606.0,1.0,0.714,138451.85,182.135,151.41,1174.191,1.938,1.384,0.85,,,,,,,,,1845.0,1742934.0,3377.125,3.575,1614.0,3.127,0.0484,20.7,tests performed,1243973.0,470870.0,463424.0,343704.0,445.0,620.0,241.03,91.24,89.79,66.6,1201.0,167.0,0.032,,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MLT,Europe,Malta,2022-03-03,71581.0,126.0,82.571,607.0,1.0,0.857,138695.989,244.139,159.991,1176.129,1.938,1.661,,,,,,,,,,1621.0,1744555.0,3380.265,3.141,1596.0,3.092,0.0517,19.3,tests performed,1244469.0,470987.0,463527.0,343990.0,496.0,593.0,241.13,91.26,89.81,66.65,1149.0,150.0,0.029,,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MLT,Europe,Malta,2022-03-04,71679.0,98.0,85.143,607.0,0.0,0.857,138885.875,189.886,164.974,1176.129,0.0,1.661,,,,,,,,,,1644.0,1746199.0,3383.451,3.185,1597.0,3.094,,,tests performed,1245089.0,471178.0,463636.0,344315.0,620.0,592.0,241.25,91.3,89.83,66.71,1147.0,153.0,0.03,,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MLT,Europe,Malta,2022-03-05,71800.0,121.0,88.714,608.0,1.0,0.857,139120.326,234.451,171.894,1178.066,1.938,1.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516100.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MHL,Oceania,Marshall Islands,2022-03-01,7.0,0.0,0.0,,,,117.414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MHL,Oceania,Marshall Islands,2022-03-02,7.0,0.0,0.0,,,,117.414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MHL,Oceania,Marshall Islands,2022-03-03,7.0,0.0,0.0,,,,117.414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MHL,Oceania,Marshall Islands,2022-03-04,7.0,0.0,0.0,,,,117.414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MHL,Oceania,Marshall Islands,2022-03-05,7.0,0.0,0.0,,,,117.414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MRT,Africa,Mauritania,2022-03-01,58638.0,5.0,2.857,979.0,0.0,0.286,12279.927,1.047,0.598,205.021,0.0,0.06,0.28,,,,,,,,,,,,,2145.0,0.449,0.0013,750.8,tests performed,,,,,,,,,,,,,,,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
MRT,Africa,Mauritania,2022-03-02,58638.0,0.0,2.429,979.0,0.0,0.286,12279.927,0.0,0.509,205.021,0.0,0.06,0.26,,,,,,,,,,894027.0,187.226,,2118.0,0.444,0.0011,872.0,tests performed,,,,,,,,,,,,,,,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
MRT,Africa,Mauritania,2022-03-03,58638.0,0.0,2.429,979.0,0.0,0.286,12279.927,0.0,0.509,205.021,0.0,0.06,,,,,,,,,,,,,,1960.0,0.41,0.0012,806.9,tests performed,,,,,,,,,,,,,,,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
MRT,Africa,Mauritania,2022-03-04,58645.0,7.0,2.714,980.0,1.0,0.286,12281.392,1.466,0.568,205.231,0.209,0.06,,,,,,,,,,,895882.0,187.615,,1645.0,0.344,,,tests performed,,,,34249.0,,,,,,0.72,,,,,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
MRT,Africa,Mauritania,2022-03-05,58646.0,1.0,2.429,980.0,0.0,0.143,12281.602,0.209,0.509,205.231,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
MUS,Africa,Mauritius,2022-03-01,70862.0,0.0,0.0,786.0,0.0,0.0,55646.648,0.0,0.0,617.232,0.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,
