iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,2022-03-01,173879.0,220.0,166.143,7609.0,11.0,5.714,4364.934,5.523,4.171,191.011,0.276,0.143,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-03-02,174073.0,194.0,167.429,7617.0,8.0,6.143,4369.804,4.87,4.203,191.212,0.201,0.154,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-03-03,174214.0,141.0,166.714,7619.0,2.0,5.857,4373.343,3.54,4.185,191.262,0.05,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-03-04,174214.0,0.0,161.429,7619.0,0.0,5.714,4373.343,0.0,4.052,191.262,0.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2022-03-05,174331.0,117.0,169.286,7622.0,3.0,5.286,4376.28,2.937,4.25,191.337,0.075,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
OWID_AFR,,Africa,2022-03-01,11241607.0,5203.0,7731.714,248781.0,76.0,193.571,8184.723,3.788,5.629,181.131,0.055,0.141,,,,,,,,,,,,,,,,,,,409200735.0,254605391.0,168068070.0,12139981.0,2422584.0,1853757.0,29.79,18.54,12.24,0.88,1350.0,1039523.0,0.076,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2022-03-02,11248343.0,6736.0,7172.0,248905.0,124.0,173.429,8189.628,4.904,5.222,181.221,0.09,0.126,,,,,,,,,,,,,,,,,,,409271954.0,254631510.0,168105131.0,12148020.0,2396631.0,1851400.0,29.8,18.54,12.24,0.88,1348.0,1036719.0,0.075,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2022-03-03,11258441.0,10098.0,7260.714,249032.0,127.0,166.286,8196.98,7.352,5.286,181.314,0.092,0.121,,,,,,,,,,,,,,,,,,,409371219.0,254638149.0,168147693.0,12151238.0,2396166.0,1855141.0,29.81,18.54,12.24,0.88,1351.0,1036378.0,0.075,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2022-03-04,11261308.0,6851.0,6857.143,249106.0,74.0,145.571,8199.067,4.988,4.993,181.368,0.054,0.106,,,,,,,,,,,,,,,,,,,409380727.0,254640120.0,168149820.0,13023688.0,2395301.0,1857103.0,29.81,18.54,12.24,0.95,1352.0,1036146.0,0.075,,1373486472.0,,,,,,,,,,,,,,,,,,
OWID_AFR,,Africa,2022-03-05,11268386.0,7078.0,6926.286,249206.0,100.0,137.286,8204.221,5.153,5.043,181.44,0.073,0.1,,,,,,,,,,,,,,,,,,,409436445.0,254640120.0,168179398.0,13023688.0,2395301.0,1859365.0,29.81,18.54,12.24,0.95,1354.0,1036146.0,0.075,,1373486472.0,,,,,,,,,,,,,,,,,,
ALB,Europe,Albania,2022-03-01,271702.0,139.0,178.143,3472.0,3.0,3.0,94573.004,48.383,62.007,1208.521,1.044,1.044,0.54,,,,,,,,,,,,,265.0,0.092,0.6722,1.5,tests performed,2708574.0,1270745.0,1198759.0,239070.0,,2779.0,94.28,44.23,41.73,8.32,967.0,533.0,0.019,46.3,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,2022-03-02,271825.0,123.0,155.857,3474.0,2.0,3.0,94615.818,42.813,54.25,1209.217,0.696,1.044,0.53,,,,,,,,,,,,,277.0,0.096,0.5627,1.8,tests performed,,,,,,,,,,,,,,46.3,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,2022-03-03,271825.0,0.0,125.429,3474.0,0.0,2.429,94615.818,0.0,43.659,1209.217,0.0,0.845,,,,,,,,,,1289.0,1590013.0,553.446,0.449,288.0,0.1,,,tests performed,,,,,,,,,,,,,,35.19,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,2022-03-04,272030.0,205.0,127.0,3478.0,4.0,2.857,94687.173,71.356,44.206,1210.609,1.392,0.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
ALB,Europe,Albania,2022-03-05,272030.0,,,3478.0,0.0,2.857,94687.173,,,1210.609,0.0,0.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,
DZA,Africa,Algeria,2022-03-01,265010.0,74.0,92.143,6840.0,5.0,4.0,5939.714,1.659,2.065,153.306,0.112,0.09,0.35,13.0,0.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2022-03-02,265079.0,69.0,84.429,6843.0,3.0,3.857,5941.261,1.547,1.892,153.373,0.067,0.086,0.34,13.0,0.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2022-03-03,265130.0,51.0,75.286,6848.0,5.0,4.0,5942.404,1.143,1.687,153.485,0.112,0.09,,15.0,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2022-03-04,265186.0,56.0,68.571,6852.0,4.0,4.143,5943.659,1.255,1.537,153.575,0.09,0.093,,11.0,0.247,,,,,,,,,,,,,,,,,,,436274.0,,,,,,0.98,,,,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2022-03-05,265227.0,41.0,64.143,6853.0,1.0,3.571,5944.578,0.919,1.438,153.597,0.022,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
AND,Europe,Andorra,2022-03-01,38165.0,166.0,49.286,151.0,0.0,0.0,493381.079,2145.978,637.145,1952.065,0.0,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77354.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,,,,
AND,Europe,Andorra,2022-03-02,38249.0,84.0,49.714,151.0,0.0,0.0,494466.996,1085.917,642.685,1952.065,0.0,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77354.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,,,,
AND,Europe,Andorra,2022-03-03,38342.0,93.0,54.857,151.0,0.0,0.0,495669.261,1202.265,709.17,1952.065,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77354.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,,,,
AND,Europe,Andorra,2022-03-04,38434.0,92.0,62.143,151.0,0.0,0.0,496858.598,1189.337,803.357,1952.065,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77354.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,,,,
AND,Europe,Andorra,2022-03-05,38434.0,0.0,62.143,151.0,0.0,0.0,496858.598,0.0,803.357,1952.065,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77354.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,,,,
AGO,Africa,Angola,2022-03-01,98746.0,5.0,10.714,1900.0,0.0,0.143,2909.976,0.147,0.316,55.992,0.0,0.004,0.5,,,,,,,,,,,,,1858.0,0.055,0.0058,173.4,tests performed,,,,,,,,,,,,,,,33933611.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2022-03-02,98746.0,0.0,6.857,1900.0,0.0,0.143,2909.976,0.0,0.202,55.992,0.0,0.004,0.47,,,,,,,,,,1429452.0,42.125,,1810.0,0.053,0.0038,264.0,tests performed,,,,,,,,,,,,,,,33933611.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2022-03-03,98746.0,0.0,6.429,1900.0,0.0,0.143,2909.976,0.0,0.189,55.992,0.0,0.004,,,,,,,,,,,,,,1610.0,0.047,0.004,250.4,tests performed,,,,,,,,,,,,,,,33933611.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2022-03-04,98796.0,50.0,13.571,1900.0,0.0,0.143,2911.45,1.473,0.4,55.992,0.0,0.004,,,,,,,,,,,1431471.0,42.184,,1410.0,0.042,,,tests performed,,,,227810.0,,,,,,0.67,,,,,33933611.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AGO,Africa,Angola,2022-03-05,98796.0,0.0,13.571,1900.0,0.0,0.143,2911.45,0.0,0.4,55.992,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33933611.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
AIA,North America,Anguilla,2022-03-01,2555.0,0.0,7.0,9.0,0.0,0.0,168925.62,0.0,462.81,595.041,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,2314.0,16.0,0.106,,15125.0,,,,,,,,,,,,,81.88,,,,,
AIA,North America,Anguilla,2022-03-02,2555.0,0.0,3.857,9.0,0.0,0.0,168925.62,0.0,255.018,595.041,0.0,0.0,,,,,,,,,,,,,,,,,,,22377.0,10439.0,9549.0,2389.0,,37.0,147.95,69.02,63.13,15.8,2446.0,16.0,0.106,,15125.0,,,,,,,,,,,,,81.88,,,,,
AIA,North America,Anguilla,2022-03-03,2555.0,0.0,3.857,9.0,0.0,0.0,168925.62,0.0,255.018,595.041,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15125.0,,,,,,,,,,,,,81.88,,,,,
AIA,North America,Anguilla,2022-03-04,2555.0,0.0,3.857,9.0,0.0,0.0,168925.62,0.0,255.018,595.041,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15125.0,,,,,,,,,,,,,81.88,,,,,
AIA,North America,Anguilla,2022-03-05,2555.0,0.0,3.857,9.0,0.0,0.0,168925.62,0.0,255.018,595.041,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15125.0,,,,,,,,,,,,,81.88,,,,,
ATG,North America,Antigua and Barbuda,2022-03-01,7447.0,10.0,5.571,135.0,0.0,0.0,75429.463,101.288,56.432,1367.393,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,125031.0,63704.0,61327.0,,305.0,65.0,126.64,64.52,62.12,,658.0,24.0,0.024,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2022-03-02,7449.0,2.0,2.857,135.0,0.0,0.0,75449.72,20.258,28.94,1367.393,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2022-03-03,7449.0,0.0,2.0,135.0,0.0,0.0,75449.72,0.0,20.258,1367.393,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2022-03-04,7449.0,0.0,1.714,135.0,0.0,0.0,75449.72,0.0,17.364,1367.393,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2022-03-05,7455.0,6.0,2.571,135.0,0.0,0.0,75510.493,60.773,26.046,1367.393,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ARG,South America,Argentina,2022-03-01,8904176.0,3520.0,6936.0,126257.0,105.0,91.286,195242.086,77.183,152.086,2768.44,2.302,2.002,0.48,1136.0,24.909,,,,,,,18375.0,34283256.0,751.73,0.403,27305.0,0.599,0.088,11.4,tests performed,93602093.0,40351377.0,36093384.0,16866131.0,53186.0,150101.0,205.24,88.48,79.14,36.98,3291.0,17549.0,0.038,,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,
ARG,South America,Argentina,2022-03-02,8912317.0,8141.0,6304.143,126390.0,133.0,87.857,195420.594,178.508,138.231,2771.357,2.916,1.926,0.48,1101.0,24.142,,,,,,,33614.0,34316870.0,752.467,0.737,26267.0,0.576,0.083,12.0,tests performed,93795139.0,40373323.0,36139229.0,16990124.0,193046.0,143820.0,205.66,88.53,79.24,37.25,3154.0,16500.0,0.036,,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,
ARG,South America,Argentina,2022-03-03,8921536.0,9219.0,6150.0,126531.0,141.0,94.143,195622.739,202.145,134.851,2774.448,3.092,2.064,,1076.0,23.593,,,,,,,,,,,,,,,,93937499.0,40388341.0,36172802.0,17083046.0,142360.0,132774.0,205.98,88.56,79.32,37.46,2911.0,14923.0,0.033,,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,
ARG,South America,Argentina,2022-03-04,8929898.0,8362.0,5989.286,126624.0,93.0,95.143,195806.093,183.354,131.327,2776.488,2.039,2.086,,,,,,,,,,,,,,,,,,,94081179.0,40403441.0,36206509.0,17176920.0,143680.0,127913.0,206.29,88.59,79.39,37.66,2805.0,13890.0,0.03,,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,
ARG,South America,Argentina,2022-03-05,8934328.0,4430.0,5822.857,126708.0,84.0,94.286,195903.229,97.137,127.678,2778.329,1.842,2.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,
ARM,Asia,Armenia,2022-03-01,420156.0,324.0,520.857,8478.0,17.0,17.714,141555.89,109.16,175.483,2856.346,5.728,5.968,0.42,,,,,,,,,4020.0,2903775.0,978.319,1.354,3924.0,1.322,0.111,9.0,tests performed,,,,,,,,,,,,,,,2968128.0,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,,,,
ARM,Asia,Armenia,2022-03-02,420498.0,342.0,434.571,8493.0,15.0,16.429,141671.114,115.224,146.413,2861.4,5.054,5.535,0.39,,,,,,,,,3382.0,2907157.0,979.458,1.139,3769.0,1.27,0.096,10.4,tests performed,,,,,,,,,,,,,,,2968128.0,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,,,,
ARM,Asia,Armenia,2022-03-03,420757.0,259.0,362.429,8505.0,12.0,16.143,141758.374,87.26,122.107,2865.442,4.043,5.439,,,,,,,,,,3847.0,2911004.0,980.754,1.296,3655.0,1.231,0.087,11.5,tests performed,,,,,,,,,,,,,,,2968128.0,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,,,,
ARM,Asia,Armenia,2022-03-04,421008.0,251.0,316.571,8516.0,11.0,14.714,141842.939,84.565,106.657,2869.149,3.706,4.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2968128.0,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,,,,
ARM,Asia,Armenia,2022-03-05,421226.0,218.0,257.571,8528.0,12.0,13.571,141916.386,73.447,86.779,2873.191,4.043,4.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2968128.0,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,,,,
ABW,North America,Aruba,2022-03-01,33684.0,0.0,7.571,211.0,0.0,0.0,314231.074,0.0,70.632,1968.375,0.0,0.0,,,,,,,,,,,,,,,,,,,167903.0,87419.0,80484.0,,,32.0,156.63,81.55,75.08,,299.0,15.0,0.014,,107195.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,,,,
ABW,North America,Aruba,2022-03-02,33684.0,0.0,5.857,211.0,0.0,0.0,314231.074,0.0,54.64,1968.375,0.0,0.0,,,,,,,,,,,,,,,,,,,167957.0,87447.0,80510.0,,54.0,34.0,156.68,81.58,75.11,,317.0,17.0,0.016,,107195.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,,,,
ABW,North America,Aruba,2022-03-03,33684.0,0.0,4.143,211.0,0.0,0.0,314231.074,0.0,38.648,1968.375,0.0,0.0,,,,,,,,,,,,,,,,,,,167993.0,87465.0,80528.0,,36.0,33.0,156.72,81.59,75.12,,308.0,16.0,0.015,,107195.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,,,,
ABW,North America,Aruba,2022-03-04,33732.0,48.0,8.857,212.0,1.0,0.143,314678.856,447.782,82.626,1977.704,9.329,1.333,,,,,,,,,,,,,,,,,,,168036.0,87485.0,80551.0,,43.0,31.0,156.76,81.61,75.14,,289.0,15.0,0.014,,107195.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,,,,
ABW,North America,Aruba,2022-03-05,33732.0,0.0,8.0,212.0,0.0,0.143,314678.856,0.0,74.63,1977.704,0.0,1.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107195.0,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,,,,
OWID_ASI,,Asia,2022-03-01,117879815.0,669619.0,603139.286,1355633.0,1971.0,1954.143,25196.367,143.129,128.919,289.761,0.421,0.418,,,,,,,,,,,,,,,,,,,7296499236.0,3402437891.0,3033359835.0,843995448.0,17134644.0,18379873.0,155.96,72.73,64.84,18.04,3929.0,5040648.0,0.108,,4678444992.0,,,,,,,,,,,,,,,,,,
OWID_ASI,,Asia,2022-03-02,118574394.0,694579.0,607969.0,1357639.0,2006.0,1939.714,25344.83,148.464,129.951,290.19,0.429,0.415,,,,,,,,,,,,,,,,,,,7308088115.0,3403099566.0,3035121822.0,847301285.0,17202969.0,18139426.0,156.21,72.74,64.87,18.11,3877.0,4926128.0,0.105,,4678444992.0,,,,,,,,,,,,,,,,,,
OWID_ASI,,Asia,2022-03-03,119346378.0,771984.0,631943.143,1359536.0,1897.0,1904.0,25509.839,165.009,135.075,290.596,0.405,0.407,,,,,,,,,,,,,,,,,,,7318633467.0,3403792405.0,3039604092.0,848962821.0,18148185.0,17883004.0,156.43,72.75,64.97,18.15,3822.0,4865673.0,0.104,,4678444992.0,,,,,,,,,,,,,,,,,,
OWID_ASI,,Asia,2022-03-04,120070767.0,724389.0,651311.571,1361776.0,2240.0,1950.714,25664.674,154.835,139.215,291.074,0.479,0.417,,,,,,,,,,,,,,,,,,,7327393563.0,3404686559.0,3042355978.0,849555603.0,17397522.0,17451944.0,156.62,72.77,65.03,18.16,3730.0,4829792.0,0.103,,4678444992.0,,,,,,,,,,,,,,,,,,
OWID_ASI,,Asia,2022-03-05,120758420.0,687653.0,662127.429,1363608.0,1832.0,1948.429,25811.658,146.983,141.527,291.466,0.392,0.416,,,,,,,,,,,,,,,,,,,7414446403.0,3405805080.0,3046535886.0,862685960.0,16722090.0,17204634.0,158.48,72.8,65.12,18.44,3677.0,4783804.0,0.102,,4678444992.0,,,,,,,,,,,,,,,,,,
AUS,Oceania,Australia,2022-03-01,3256772.0,21755.0,22503.286,5269.0,59.0,34.857,126289.15,843.602,872.619,204.318,2.288,1.352,1.12,121.0,4.692,1904.0,73.832,,,,,69785.0,63593367.0,2465.985,2.706,81203.0,3.149,0.2771,3.6,tests performed,54155508.0,22063566.0,20490408.0,11601534.0,90001.0,94007.0,210.0,85.56,79.46,44.99,3645.0,8487.0,0.033,43.98,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022-03-02,3296784.0,40012.0,24669.0,5316.0,47.0,36.286,127840.711,1551.561,956.6,206.141,1.823,1.407,1.16,118.0,4.576,1837.0,71.234,,,,,98154.0,63691521.0,2469.792,3.806,80839.0,3.135,0.3052,3.3,tests performed,54241892.0,22070693.0,20497591.0,11673608.0,86384.0,88635.0,210.34,85.58,79.48,45.27,3437.0,7887.0,0.031,43.98,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022-03-03,3321943.0,25159.0,24453.143,5354.0,38.0,37.0,128816.312,975.601,948.229,207.614,1.474,1.435,,110.0,4.266,1752.0,67.938,,,,,94936.0,63786457.0,2473.473,3.681,81611.0,3.165,0.2996,3.3,tests performed,54327853.0,22078148.0,20505135.0,11744570.0,85961.0,83324.0,210.67,85.61,79.51,45.54,3231.0,7408.0,0.029,43.98,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022-03-04,3344659.0,22716.0,24869.286,5402.0,48.0,38.714,129697.179,880.867,964.366,209.476,1.861,1.501,,112.0,4.343,1752.0,67.938,,,,,92085.0,63878542.0,2477.044,3.571,80402.0,3.118,,,tests performed,54418534.0,22085942.0,20513850.0,11818742.0,90681.0,78905.0,211.02,85.64,79.55,45.83,3060.0,7005.0,0.027,43.98,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2022-03-05,3362035.0,17376.0,24845.429,5416.0,14.0,37.0,130370.975,673.796,963.441,210.018,0.543,1.435,,113.0,4.382,1737.0,67.356,,,,,,,,,,,,,,54469705.0,22091094.0,20520964.0,11857647.0,51171.0,76700.0,211.22,85.66,79.57,45.98,2974.0,6712.0,0.026,,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
AUT,Europe,Austria,2022-03-01,2704530.0,24788.0,26938.286,14841.0,32.0,30.0,299072.041,2741.104,2978.887,1641.146,3.539,3.317,1.02,190.0,21.011,2561.0,283.2,,,,,553850.0,159656629.0,17655.132,61.246,536111.0,59.284,0.0502,19.9,tests performed,18039421.0,6800252.0,6566726.0,5022257.0,,4763.0,199.48,75.2,72.62,55.54,527.0,460.0,0.005,57.41,9043072.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,,,,
AUT,Europe,Austria,2022-03-02,2744023.0,39493.0,27664.571,14888.0,47.0,32.429,303439.252,4367.211,3059.201,1646.343,5.197,3.586,1.03,188.0,20.789,2594.0,286.849,,,,,847200.0,160503829.0,17748.817,93.685,576433.0,63.743,0.048,20.8,tests performed,,,,,,,,,,,,,,57.41,9043072.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,,,,
AUT,Europe,Austria,2022-03-03,2775589.0,31566.0,28089.571,14924.0,36.0,32.0,306929.88,3490.628,3106.198,1650.324,3.981,3.539,,192.0,21.232,2566.0,283.753,,,,,801296.0,161305125.0,17837.426,88.609,564318.0,62.403,0.0498,20.1,tests performed,,,,,,,,,,,,,,57.41,9043072.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,,,,
AUT,Europe,Austria,2022-03-04,2808008.0,32419.0,28246.0,14960.0,36.0,33.571,310514.834,3584.954,3123.496,1654.305,3.981,3.712,,195.0,21.563,2524.0,279.109,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,9043072.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,,,,
AUT,Europe,Austria,2022-03-05,2839297.0,31289.0,29005.571,14986.0,26.0,32.0,313974.831,3459.997,3207.491,1657.18,2.875,3.539,,198.0,21.895,2525.0,279.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,9043072.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,,,,
AZE,Asia,Azerbaijan,2022-03-01,786502.0,832.0,1242.571,9438.0,21.0,22.571,76931.971,81.382,121.543,923.181,2.054,2.208,0.41,,,,,,,,,8865.0,6563829.0,642.043,0.867,8924.0,0.873,0.1392,7.2,tests performed,,,,,,,,,,,,,,,10223344.0,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,,,,
